movie_info,tomatometer_status
"Bill Cosby's gang of childhood pals evolve from standup comedy to an animated cartoon series to real life in this family-friendly comedy. Doris (Kyla Pratt) is a teenager who doesn't fit in with most of her classmates at school, has been depressed since the death of her grandfather, and is disturbed by her foster sister's willingness to remake herself in order to be popular. One of Doris' few solaces comes from watching reruns of the animated television series Fat Albert and the Cosby Kids, and one day while watching the show she starts to cry, with a tear dropping into her remote. The tear draws big-hearted (and just plain big) Fat Albert (Kenan Thompson) from the animated universe into Doris' real world in hopes of cheering her up and helping her deal with her problems. As Fat Albert and his pals -- Rudy (Shedrack Anderson III), Bucky (Alphonso McAuley), Mushmouth (Jermaine Williams), Weird Harold (Aaron A. Frazier), Dumb Donald (Marques B. Houston), and Bill (Keith D. Robinson) -- adapt to the three-dimensional world and try to teach Doris to believe in herself, they learn that traveling back to the animated world is harder than they thought, which becomes alarming when they start to fade away. The real world also poses some new dilemmas for Fat Albert when he falls in love with Doris' foster sister, Lauri (Dania Ramirez). Bill Cosby co-authored the screenplay for Fat Albert, using his full name, William H. Cosby Jr., and collaborating with Charles Kipps; the project was begun with Forest Whitaker as director, who left midway through shooting, with Joel Zwick taking over in his place.",Rotten
"Overweight Australian filmmaker Joe Cross attempts to wrestle back control of his failing health during a cross-country trek in which he engages everyday Americans in discussions about food and obesity in this lighthearted documentary addressing a deadly serious subject. Clocking in at 310 pounds and pumped full of steroids to battle a debilitating autoimmune disorder, Cross realized that he would soon be dead if he didn't make some major lifestyle changes. But pharmaceuticals were only treating his symptoms, and no doctor seemed capable of providing the long-term care and support it would take to turn his life around. Desperate, Cross loads up his car with a juicer and a generator, and pledges to survive on nothing but fresh fruit and vegetable juice for 60 days. Not long after his journey begins, Cross quickly realizes that he's well on his way to ending his growing dependence on prescription drugs. His body has begun to heal itself, and as the process continues, Cross attempts to prove just how empowering it can be to take responsibility for our own health.",Fresh
"""Fatal attraction"" has become a household term for love turned to murderous obsession, thanks to the success of Adrian Lyne's 1987 movie. Dan (Michael Douglas) is a family man whose one-night affair with Alex (Glenn Close) turns into a nightmare when she insists on continuing the relationship, claiming to be carrying his baby. Alex systematically terrorizes Dan, even temporarily kidnapping his daughter, in her attempts to win back his affection. Douglas' besieged family man guiltily tries to preserve his marriage and family from the consequences of his own indiscretion. Close's performance as the love-struck psycho-siren remains her signature role: She conveys the buried feminist message of the film in her challenge to Dan to take responsibility for his sexual behavior. Though many critics acknowlegded the film's striking similarities to Clint Eastwood's 1971 film Play Misty for Me, Fatal Attraction spawned numerous other movies about middle-class families besieged by a lone psychotic intent on infiltrating and destroying the fabric of the family unit, including The Stepfather (1987), Pacific Heights (1990), The Hand That Rocks the Cradle (1992), and Fear (1996). ~ Laura Abraham, Rovi",Fresh
Two brothers (Owen Wilson and Ed Helms) hit the road to find their long-lost dad after they learn that their mom has been lying to them about his death. This comedy was directed by Lawrence Sher.,Rotten
"From original Japanese Translation: A film about a rapist that go around rapping father's. Ending where the victim seeks revenge. A classic tale with a twist. Of course, this is a comedy for our best enjoyment! -- (C) Official Site",Fresh
"Journalist Raoul Duke and his lawyer Dr Gonzo drive from LA to Las Vegas on a drugs binge. They nominally cover news stories, including a convention on drug abuse, but also sink deeper into a frightening psychedelic otherworld. As Vietnam, Altamont and the Tate killings impinge from the world of TV news, Duke and Gonzo see casinos, reptiles and the American dream.",Rotten
"Terror is lurking online in this thriller directed by William Malone, who also helmed the 1999 remake of House on Haunted Hill. Mike Reilly (Stephen Dorff) is a NYPD detective who has been assigned to look into a string of murders which have taken place in Manhattan, with Terry Houston (Natascha McElhone), a researcher from the city Department of Health, lending her assistance whether Reilly likes it or not. Reilly discovers that all four victims have one thing in common -- they were all men who logged on to the same Internet website exactly 48 hours before they were killed. It seems the website features a sexy woman offering kinky fun to those who enter her domain, but clicking the wrong icon takes users on a journey into fear. Reilly decides the only way to find out the truth is to head into the website and find out what follows for the next two days -- if he can make it out alive. Fear dot com also stars Stephen Rea, Jeffrey Combs, and Udo Kier.",Rotten
"One evening at a rural bar, a motley bunch of patrons struggle to survive a ravenous family of flying beasts bent on eating all of them.",Rotten
"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Felicia's Journey, writer/director Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Anchored by the stunning performances of Hoskins and Cassidy, Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",Fresh
"A contemporary film noir about an alluring seductress named Laure Ash. A sultry former jewel thief and con woman trying to live the straight life, Laure is suddenly exposed to the world--and her enemies--by a voyeuristic photographer, Nicholas Bardo, who takes a sudden interest in her. Seen as a dangerous individual dressed in black, Nicholas is always hounding her, attempting to reveal Laure for what she really is--a born manipulator. As Nicholas tries to determine her true intentions, he begins to uncover some dangerous secrets. Her shadowy life of deceit had also spawned vengeful co-conspirators who will neither forget, nor forgive her lies. Laure's shady past comes back to haunt her, and soon thereafter, Nicholas becomes ensnared in her surreal quest for revenge.",Rotten
"Denzel Washington directed and stars in this adaptation of August Wilson's Pulitzer Prize-winning play, which centers on a black garbage collector named Troy Maxson in 1950s Pittsburgh. Bitter that baseball's color barrier was only broken after his own heyday in the Negro Leagues, Maxson is prone to taking out his frustrations on his loved ones. Both Washington and co-star Viola Davis won Tonys for their performances in the 2010 revival of the play. Stephen Henderson, Jovan Adepo, Russell Hornsby, and Mykelti Williamson round out the supporting cast.",Fresh
"FERDINAND tells the story of a giant bull with a big heart. After being mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure. Set in Spain, Ferdinand proves you can't judge a bull by its cover. From Blue Sky Studios and Carlos Saldanha, the director of ""Rio"" and inspired by the beloved book ""The Story of Ferdinand"" by Munro Leaf and Robert Lawson, ""Ferdinand"" is a heartwarming animated comedy adventure with an all-star cast that includes John Cena, Kate McKinnon, Gina Rodriguez, Anthony Anderson and many more.",Fresh
"A small-time Vancouver drug dealer traverses through time in a desperate bid to alter the grim fate of his comatose girlfriend in this bittersweet time travel fantasy from first-time director David Ray. Art (Jay Baruchel) is a petty drug slinger whose relationship with girlfriend and addict Cody (Sarah Lind) is starting to get serious. After Art arrives home one evening to find Cody overdosed on the floor and drifting into a coma, he seeks refuge at the home of eccentric junk collector Harvey (Jim Byrnes) -- an old street friend who claims that the ratty recliner he has recently acquired is actually a cleverly disguised time machine. Immediately dismissing his friend's outlandish claim but desperate to fulfill his promise that he will always be there to protect her, Art collapses in the chair and wishes himself back to the time before Cody became addicted to drugs. Upon awakening in another time, Art realizes that the chair is in fact the real deal and embarks on a desperate mission to change the future and save Cody's life.",Rotten
"Nick Hornby's acclaimed memoir about one man's struggle to balance his love of a woman and his love for soccer was the basis of a well-reviewed British film in 1997, and now gets a Americanized rewrite with this picture, in which the game is changed from soccer to baseball. Ben (Jimmy Fallon) is a high-school teacher who meets Lindsay (Drew Barrymore), who has a successful career in business. Ben and Lindsay don't appear to have much in common on the surface, but they hit it off and are soon involved in a serious romance. But when spring rolls around, Lindsay becomes aware of the true love of Ben's life -- the Boston Red Sox. Despite the team's lamentable record, Ben has been a fiercely loyal Red Sox fan since childhood, and Lindsay finds it hard to compete with his passion for baseball, while Ben is forced to choose between the obsessions of his youth and the enthusiasms of a responsible adult. Fever Pitch was shot in part in Boston during the 2004 baseball season, which to the surprise of the filmmakers saw the Red Sox winning baseball's world series for the first time since 1918.",Fresh
"Norman Jewison's adaptation of the long-running Broadway musical is set in the Ukranian ghetto village of Anatevka (the film was actually lensed in Yugoslavia). Israeli actor Topol repeats his London stage role as Tevye the milkman, whose equilibrium is constantly being challenged by his poverty, the prejudicial attitudes of non-Jews, and the romantic entanglements of his five daughters. Whenever the weight of the world becomes too much for him, Tevye carries on lengthy conversations with God, who does not answer but is at least more willing to listen than the milkman's remonstrative wife Golde. After arranging a marriage between his oldest daughter Tzeitel and wealthy butcher Lazar Wolf, Tevye is forced to do some quick rearranging when the girl falls in love with poor tailor Motel Kamzoil. Fancying himself more broad-minded than his gentile oppressors, Tevye cannot accept the notion that his other daughter Chava would want to marry Fyedka, a non-Jew. And after shouting the praises of ""tradition,"" Tevye must change his tune-and his entire life-when he and his neighbors are forced out of Anatevka by the Czar's minions. Topol's co-stars include Norma Crane as Golde, Yiddish theater legend Molly Picon as Yente the matchmaker, and Leonard Frey as Motel.",Fresh
"Welcome to Willard, a small town lost in the idyllic world of the '50s, where the sun shines every day, everybody knows their neighbor, and rotting zombies deliver the mail. Years ago, the earth passed through a cloud of space dust, causing the dead to rise with a craving for human flesh. A war began, pitting the living against the dead. In the ensuing revolution, a corporation was born: ZomCon, who defeated the legions of undead, and domesticated the zombies, making them our industrial workers, our domestic servants--a productive part of society. ZomCon would like the people of Willard to believe they have everything under control -- but do they? Timmy Robinson doesn't think so. At 11, Timmy already knows the world is phony baloney -- Mom and Dad just won't admit it. Now ZomCon's head of security has moved in across the street, and Timmy's Mom refuses to be the only housewife on the block who doesn't have a zombie of her own. When she brings a zombie servant home, Timmy discovers a new best friend, and names him Fido. And even though Dad has a bad case of zombie-phobia, Timmy is determined to keep Fido, even if he does eat the odd person. Sometimes, it takes a dead man to teach us all what it means to be alive.",Fresh
"Set in Belfast in 1980 where the Irish Republican Army is waging an all-out insurgent war against the British occupation, Martin McGartland is a young small-time Belfast hustler recruited by a wily British intelligence agent to infiltrate the IRA. Martin quickly uses his natural instincts as a con man to get inside the IRA and starts feeding information to the British, saving hundreds of lives in the process. But with each successful mission, Martin becomes increasingly in danger of being caught and exposed. The IRA is ruthless, and once an infiltrator has been exposed he becomes a ""dead man walking."" As Martin becomes consumed by his double life, and his British handlers threaten to sell him out if he refuses to continue his counter-intelligence work, he is plunged into a dangerous game in which the stakes could not be higher.",Fresh
Anastasia has broken off her relationship with the troubled Christian to pursue a new career in a Seattle publishing house.,Rotten
"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",Rotten
This spoof from the Wayans Brothers parodies the ultra-popular novel/film series Fifty Shades of Grey.,Rotten
"E.L. James' kinky best-seller gets the big screen treatment with this Universal Pictures/Focus Features co-production. The steamy tale details a masochistic relationship between a college student and a businessman, whose desires for extreme intimacy pen from secrets in his past. ~ Jeremy Wheeler, Rovi",Rotten
"In this darkly comic drama, Edward Norton stars as a depressed young man (named in the credits only as ""Narrator"") who has become a small cog in the world of big business. He doesn't like his work and gets no sense of reward from it, attempting instead to drown his sorrows by putting together the ""perfect"" apartment. He can't sleep and feels alienated from the world at large; he's become so desperate to relate to others that he's taken to visiting support groups for patients with terminal diseases so that he'll have people to talk to. One day on a business flight, he discovers Tyler Durden (Brad Pitt), a charming iconoclast who sells soap. Tyler doesn't put much stock in the materialistic world, and he believes that one can learn a great deal through pain, misfortune, and chaos. Tyler cheerfully challenges his new friend to a fight. Our Narrator finds that bare-knuckle brawling makes him feel more alive than he has in years, and soon the two become friends and roommates, meeting informally to fight once a week. As more men join in, the ""fight club"" becomes an underground sensation, even though it's a closely guarded secret among the participants. (First rule: Don't talk about fight club. Second rule: Don't talk about fight club.) But as our Narrator and Tyler bond through violence, a strange situation becomes more complicated when Tyler becomes involved with Marla (Helena Bonham Carter), whom our Narrator became infatuated with when they were both crashing the support-group circuit. Based on the novel by Chuck Palahniuk, Fight Club was directed by David Fincher, who previously directed Pitt in the thriller Seven. ~ Mark Deming, Rovi",Fresh
"Small-town boy Shawn MacArthur (Channing Tatum, G.I. Joe: The Rise of Cobra, Public Enemies) knows firsthand that every day in New York City is a struggle to survive. So when scam artist Harvey Boarden (Terrence Howard, Iron Man, Hustle & Flow) gives him a chance to be something more in the brutal underground world of bare-knuckle street-fighting, Shawn decides that he has something worth fighting for and puts everything on the line to win. Each knockout brings him closer to the life he?s always wanted, but also traps him in a dangerous web he can?t escape. Experience even more pounding action with this unrated version not seen in theaters!",Rotten
"A young fighter and an elderly trainer try to trade their shaky futures in for a championship belt in this independent drama. Tommy Riley (J.P. Davis) is a boxer whose young career is already in decline; while he has talent, he also has personal demons to contend with, a sloppy style in the ring, and is still trying to get over a bad breakup with his girlfriend Stephanie (Christina Chambers). As Tommy tries to find a way back into the spotlight, he meets Marty Goldberg (Eddie Jones), an aging former fighter who struggles to make ends meet. Marty thinks he knows how to channel Tommy's gifts and make him the successful fighter he could be, though he soon discovers getting past Tommy's emotional defenses is no small task. In time, Marty grooms Tommy into a comeback kid, and they develop a powerful emotional bond, but when a secret from Marty's past unexpectedly rises to the surface, it threatens to undo all the two friends have accomplished together. Fighting Tommy Riley was written by co-star J.P. Davis, who stipulated that he be cast in the title role before he would allow his script to be used.",Fresh
"FIGHTING WITH MY FAMILY is a heartwarming comedy based on the incredible true story of WWE Superstar Paige(TM). Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for WWE. But when only Paige earns a spot in the competitive training program, she must leave her family and face this new, cut-throat world alone. Paige's journey pushes her to dig deep, fight for her family, and ultimately prove to the world that what makes her different is the very thing that can make her a star.",Fresh
"FILLY BROWN is an inspiring and gritty portrait of a young artist's striving to find her voice and seize her dreams without compromise. Majo Tonorio, a.k.a. ""Filly Brown,"" is a raw, young Los Angeles hip-hop artist who spits rhymes from the heart. With an incarcerated mother, and a father struggling to provide for his daughters, a record contract could be the ticket out for her family. But when a record producer offers Majo a crack at stardom, she is suddenly faced with losing who she is as an artist and the friends who helped her reach the cusp of success. Directed by Youssef Delara and Michael Olmos, fused with a fierce hip-hop score, and propelled by an exceptional cast which features Lou Diamond Philips, Edward James Olmos, and the legendary Jenni Rivera in her final on-screen performance, FILLY BROWN heralds the arrival of Gina Rodriguez in the electrifying title role. (c) Official Site",Rotten
"Alex Browning, is embarking on a trip to Paris with his high school French class. In the plane's cabin, buckled-in and ready for take-off, Alex experiences a powerful premonition. He sees the plane explode in a fiery blaze moments after leaving the ground. Alex panics and insists that everyone get off the plane. In the melee than ensues, seven people including Alex, are forced to disembark the ill-fated aircraft. Back in the departure lounge, Alex and his friends Billy and Tod; Clear a young woman who instinctively heeded Alex's warning; Carter, whose derision of Alex's paranoia had him and his girlfriend Terry thrown off the plane; and Ms. Lewton, the teacher who volunteers to stay with the disembarking students, all watch as Alex's horrific premonition proves tragically accurate when the plane explodes in a catastrophic fireball. Ironically, even though Alex's intuition saves lives, after the crash he is plagued by both guilt and suspicion. Ominous portents of doom as well as the FBI, dog his every step. Alex comes to believe that somehow, he and the other survivors have briefly cheated death, but will not be able to evade their fate for very long. Clear befriends Alex, but no one, not even she, really believes his macabre theory -- not even as one by one, these fugitives from fate fall victim to the grim reaper.",Rotten
"Death lurks, and two teenage girls try to figure out where he's heading, in this sequel to the unexpected teen horror hit Final Destination. As Clear Rivers (Ali Larter), the only surviving passenger of the ill-fated Flight 180, waits in a mental institution, certain Death will claim her, Kim (A.J. Cook), who has begun to display precognitive powers, is driving along the highway when she sees a terrible accident in which several cars crash into a logging truck. Moments later, the horrible vision is gone, but Kim is certain she saw an accident that was supposed to happen but didn't...and now Death will track down the souls he meant to take that day who slipped through his fingers. A police officer, Thomas Burke (Michael Landes), believes there's a germ of truth in Kim's story, and teams her up with Clear in hopes that together they can help prevent Death from snuffing out any more of the people involves in the accident that wasn't. Tony Todd also returns from the first film as Mr. Bludworth.",Rotten
"Death once again shows he's determined to get what he wants in this teen-centric thriller. Wendy (Mary Elizabeth Winstead) is a high school student hanging out with her friends at an amusement park one night when they decide to ride on the roller coaster. Wendy, however, has a premonition that something horrible will happen, and finds a way to save herself shortly before the ride goes off the rails, killing most of its passengers, including her boyfriend, Jason (Jesse Moss), and best friend, Carrie (Gina Holden). However, while Wendy may have survived the night at the park, she soon discovers that a malevolent spirit is following her and her classmates as they begin dying in strange and horrible ways. Wendy learns that a series of snapshots taken that evening give clues to the mayhem that followed her pals, and she teams up with Kevin (Ryan Merriman), Carrie's sweetheart, to try to warn the potential victims about the fates soon to befall them. Final Destination 3 was directed and co-scripted by James Wong, who also helmed the first two films in the franchise.",Rotten
"In Final Destination 5, Death is just as omnipresent as ever, and is unleashed after one man's premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death's sinister agenda. -- (C) Warner Bros",Fresh
"The first feature-length motion picture to use computer-generated imagery to create not only effects, props, and environments but also the human cast members themselves, this lavish science-fiction adventure follows closely on the heels of another video game-based film, Tomb Raider (2001). Ming-Na provides the voice of Dr. Aki Ross, a female scientist in the year 2065, a time when Earth has been overrun by extraterrestrial phantoms borne of a crashed meteor. Humans have been pushed back to cities protected by barriers that keep the marauding space monsters away, but time is running out. Fatally infected by one of the ghostly beasts, Ross seeks information about their purpose and physiology, assisted by her mentor Dr. Sid (voice of Donald Sutherland) and the Deep Eyes military squad of courageous Captain Gray Edwards (voice of Alec Baldwin). Tension develops between Aki's quest to stop the alien onslaught through study and the more extreme solution favored by the vengeful, saber-rattling General Hein (voice of James Woods), who would destroy both the aliens and the Earth itself. Aki ultimately comes to realize that the key to unlocking the mystery of the invaders lies within her own dreams.",Rotten
"A wise guy turns his own trial upside down by serving as his own lawyer in this comedy drama based on a true story. In 1987, an extensive investigation into the activities of the Lucchese crime family led to charges being filed against most of the key members of the gang, leading to the prosecution of 20 different men, each represented by their own council. That is, except for Giacomo DiNorscio, aka Jackie Dee (Vin Diesel), a longtime Lucchese family ""mechanic"" implicated in everything from kidnapping to drug dealing. While Jackie Dee is obviously a common criminal and guilty of all he's charged with, he also has a fierce sense of loyalty to his colleagues, despite the fact his cousin Tony Companga (Raul Esparza) previously tried to kill him out of fear he might talk. Sean Kierney (Linus Roache), the prosecutor tackling the Lucchese Family case, tries repeatedly to persuade Jackie Dee to testify against his partners in exchange for leniency, but he stubbornly refuses. Tired of the way things are being handled, Jackie Dee informs family attorney Ben Klandis (Peter Dinklage) that he intends to represent himself in court; this seemingly suicidal move turns into an unexpected success as Jackie Dee's sense of humor and streetwise charm has a remarkable impact on the judge and jury. Find Me Guilty also stars Ron Silver, Alex Rocco, and Annabella Sciorra. ~ Mark Deming, Rovi",Fresh
"""Finding Dory"" reunites the friendly-but-forgetful blue tang fish with her loved ones, and everyone learns a few things about the true meaning of family along the way. The all-new big-screen adventure dives into theaters in 2016, taking moviegoers back to the extraordinary underwater world from the original film.",Fresh
"Four decades ago, William Forrester won a Pulitzer Prize for his classic novel. That was the last time the world heard of him. Now a recluse in Manhattan, his passion for literature is awakened by Jamal a 16-year old basketball player recruited by an elite Manhattan prep school for his brilliance both on and off the court. When Jamal sneaks into Forrester's apartment, he accidentally leaves behind his backpack, full of his precious writings. Finding these, Forrester is opened to a new world, one that gives him a reason to look past his prejudice and a reason to emerge from his self-imposed solitude. Forrester becomes his first fan and opens Jamal's eyes to a world of academia beyond the South Bronx apartment he shares with his adoring mother and brother. Though at times contentious, Forrester befriends Jamal and becomes his mentor. They spend many hours in Forrester's dusty apartment laughing, learning, debating and dedicating themselves to the love that binds them - the written word. Forrester convinces Jamal to enter the school's writing contest, but their friendship and loyalty is tested when Jamal must face an accusation of plagiarism - alone.",Fresh
"In this stunning underwater adventure, with memorable characters, humor and heartfelt emotion, Finding Nemo follows the comedic and momentous journey of an overly protective clownfish named Marlin (voice by Albert Brooks) and his son Nemo (voice by Alexander Gould) -- who become separated in the Great Barrier Reef when Nemo is unexpectedly taken far from his ocean home and dumped into a fish tank in a dentist's office. Buoyed by the companionship of Dory (voice by Ellen DeGeneres), a friendly-but-forgetful Pacific regal blue tang, Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic effort to rescue his son -- who hatches a few daring plans of his own to return safely home. -- (C) Official Site",Fresh
"Following up his critically acclaimed Monster's Ball, director Marc Forster took on this biography of playwright James Matthew Barrie, the scribe who penned the children's classic Peter Pan. Johnny Depp stars as the turn-of-the-century writer as the film follows Barrie as he struggles to write and have his play produced while he cares for his down-on-their-luck neighbors who inspired the story in the first place. J.M. Barrie's Neverland also stars Dustin Hoffman, Kate Winslet, and Julie Christie. ~ Matthew Tobey, Rovi",Fresh
"Better Luck Tomorrow and Fast and the Furious: Tokyo Drift director Justin Lin takes a comic look at a longstanding bit of cinema mythology with this mockumentary exploring the making of Bruce Lee's unfinished final film, Game of Death. When martial arts star Lee died in 1973 after having shot roughly 20 minutes of the full-length feature, director Robert Clouse vowed to complete the film using a Bruce Lee look-alike. Though the film was eventually released into theaters in 1978, fans continue to debate just how much involvement Lee had in the making of the film nearly three decades after the fact. Perhaps viewers will never know for certain just how much of Lee they are seeing in the final product, but in this knowing satire, director Lin offers a hilarious look at how things might have gone down while simultaneously skewering mainstream cinema for its stereotypical treatment of Asian-American actors. ~ Jason Buchanan, Rovi",Rotten
"Will Gluck updates the teen comedy genre for this Screem Gems production, focusing on two sex-obsessed teen boys who attend a cheerleading camp in order to score.",Rotten
"To an outsider, the Taylors are the very picture of the successful American family: Charles (Willem Dafoe) is a tenured professor on track to become university president, son Michael (Ryan Reynolds) is a prolific and well-known romance novelist, daughter Ryne (Shannon Lucio) is poised to enter a prestigious law school, and on the day we are introduced to them, matriarch Lisa (Julia Roberts) will graduate from college-decades after leaving to raise her children. But when a serious accident interrupts the celebration, the far more nuanced reality of this Midwestern family's history and relationships come to light. -- (C) Senator",Rotten
"Producer/director/star Clint Eastwood takes his sweet time getting Firefox started. Eastwood plays Mitchell Gant, a past-his-prime U.S. pilot, smuggled into the Soviet Union to steal a new Russian supersonic fighting plane. Fortunately the KGB men are as burnt out as Gant, enabling him to abscond with the plane with the greatest of ease. The rest of the film is a protracted chase, pitting Gant against scores of impersonal MIG pilots. Based on a novel by Craig Thomas. ~ Hal Erickson, Rovi",Rotten
"A heroic fireman locked in a failing marriage accepts his father's challenge to take part in a 40-day experiment designed to teach both husband and wife the true meaning of commitment in this faith-based marriage drama starring Kirk Cameron and Erin Bethea. When he's battling blazes, Capt. Caleb Holt (Cameron) adheres to the old firefighter's adage about never leaving your partner behind; back at home, it's an altogether different story. Caleb and his wife Catherine (Bethea) have been married for seven years, but lately arguments over career, housework, finances, and outside interests have driven the once-happy couple hopelessly apart. Just as Caleb and Catherine prepare to officially dissolve their marriage, Caleb's father John (Harris Malcolm) presents his son with a most unusual challenge: commit to a 40-day experiment called ""The Love Dare,"" and take one last shot at saving his marriage. While at first Caleb agrees to take a chance on ""The Love Dare,"" the discovery that it's closely tied in with his parent's newfound faith causes him to momentarily reconsider. Still, Caleb carries on with the experiment despite being constantly rejected by his skeptical, embittered wife. When Caleb asks his father how he can be expected to love someone who refuses to give him a fair chance, John tells his son that this is precisely the same love that God shows for humankind. Now, with a little help from above, the man who makes headlines for saving lives will fight to be a hero to the one person who matters most -- his wife. ~ Jason Buchanan, Rovi",Rotten
"Firestarter is based on a bone-chilling novel by Steven King. Drew Barrymore plays Charlie McGee the young daughter of Andrew (David Keith) and Vicky (Heather Locklear) McGee, who years earlier had been guinea pigs for a top secret experiment. As a result, Charlie has acquired the unenviable ability to start fires simply by thinking about fires. Charlie is pursued over hill and dale by The Shop, a secret government organization bent upon using her skills for nefarious purposes. The special effects are undeniably startling, even when the script and dialogue are straight out of the funny papers (it's hard to keep a straight face during the New York Times final shot!) The high-priced cast--including George C. Scott, Art Carney, Louise Fletcher--seems to be having a grand ole time. ~ Hal Erickson, Rovi",Rotten
"This Chris Soth screenplay is directed by Dean Semler, the Oscar-winning Dances With Wolves cinematographer who also did cinematography for Waterworld and Last Action Hero. The film's action hero is Howie Long (Broken Arrow), Fox Sports commentator and former NFL star. Wyoming firefighter Jesse Graves (Long) leads a team of smoke-jumpers who parachute into forest fires. Inside a penitentiary, killer Earl Shaye (William Forsythe) devises an escape plan in order to recover a hidden $37 million. He murders a fellow inmate and takes his place in a group of convicts headed out to fight a forest fire. They make an escape, pose as visiting Canadian firefighters, and are ready to look for the loot when retired firefighter Wynt (Scott Glenn) discovers the escape. Shaye's group rescues trapped ornithologist Jennifer (Suzy Amis, Titanic's Lizzy Calvert). Jesse parachutes in, but time is running out, since the original fire and the backfire will soon combine to create a firestorm. Filmed on location in British Columbia with fire-enhancement special effects by Chris Corbould. Not to be confused with Firestorm: 2024 A.D. (1996) or Firestorm: 72 Hours in Oakland (1993). ~ Bhob Stewart, Rovi",Rotten
"A businessman becomes the last line of defense for his family and his business in this thriller. Jack Stanfield (Harrison Ford) is an upper-echelon technology executive at Landrock Pacific Bank, a leading financial institution based in Seattle. Stanfield oversees security for Landrock, and has made sure that their online banking services are the best-protected in the world, and that the bank's data is safe from hackers and other intruders. However, Stanfield finds out the hard way that his system does indeed have a flaw when he's visited by Bill Cox (Paul Bettany), a cold and calculating man who has spent months learning everything there is know about Stanfield and his family. Cox's underlings have taken Stanfield's wife, Beth (Virginia Madsen), and their two children hostage, and they inform Jack that they will be released only when he uses his knowledge of the bank's security systems to deposit 100 million dollars in Cox's account in an offshore bank. Stanfield is deeply wary but willing to go along to ensure the safety of his family, but when he has reason to doubt that Cox and his cohorts will live up to their end of the bargain, he swings into action to exact justice against the criminals. Firewall also stars Alan Arkin, Robert Forster, and Mary Lynn Rajskub. ~ Mark Deming, Rovi",Rotten
A former Green Beret must use all of the guerrilla tactics he learned in Vietnam to save himself after he is falsely accused of a crime while visiting the lush and wild Pacific Northwest in this heart-pounding actioner. This is the Sylvester Stallone film that introduced the world to the Rambo character who would go on to headline a couple of sequels.,Fresh
"A very special student deals with exams, first love, and national security issues in this teen-oriented romantic comedy-drama. Samantha MacKenzie (Katie Holmes) is a seemingly ordinary college freshman with one important exception -- her father happens to be the President of the United States (Michael Keaton). Samantha, however, would prefer to be as inconspicuous as possible as she begins her studies at Redmond University, so she asks a favor of her father -- remove the two Secret Service agents who follow her everywhere, and allow her to fend for herself at school. The president agrees, but out of concern for her safety, he sends in a young undercover agent, James (Marc Blucas), who will pose as the Resident Advisor at her dorm to keep an eye on her. Samantha and James strike up a fast friendship that grows into a romance, but when Samantha discovers the truth about James, she wonders if his love for her is real or just part of his cover. First Daughter was directed by actor-turned-director Forest Whitaker.",Rotten
"On the heels of their six-time Academy Award (R)-winning smash, La La Land, Oscar (R)-winning director Damien Chazelle and star Ryan Gosling reteam for Universal Pictures' First Man, the riveting story of NASA's mission to land a man on the moon, focusing on Neil Armstrong and the years 1961-1969. A visceral, first-person account, based on the book by James R. Hansen, the movie will explore the sacrifices and the cost on Armstrong and on the nation of one of the most dangerous missions in history.",Fresh
"Reverend Ernst Toller (Ethan Hawke) is a solitary, middle-aged parish pastor at a small Dutch Reform church in upstate New York on the cusp of celebrating its 250th anniversary. Once a stop on the Underground Railroad, the church is now a tourist attraction catering to a dwindling congregation, eclipsed by its nearby parent church, Abundant Life, with its state-of-the-art facilities and 5,000-strong flock. When a pregnant parishioner (Amanda Seyfried) asks Reverend Toller to counsel her husband, a radical environmentalist, the clergyman finds himself plunged into his own tormented past, and equally despairing future, until he finds redemption in an act of grandiose violence. From writer-director Paul Schrader (Taxi Driver; American Gigolo; Affliction) comes a gripping thriller about a crisis of faith that is at once personal, political, and planetary.",Fresh
Fifteen-year-old Mia's world is turned upside down when her mother brings home a new boyfriend.,Fresh
"A mild-mannered high-school teacher (Charlie Day) is accused of getting a fellow teacher (Ice Cube) fired, and is challenged to a fight after the school day ends in this comedy directed by Richie Keen.",Rotten
