,MovieTitle,ScriptLink,ProductionBudget,DomesticGross,WorldwideGross,Profit,IsProfitable
312,r.v.,48-hrs..html,55000000.0,71724497.0,87473024.0,32473024.0,True
313,death becomes her,eastern-promises.html,55000000.0,58422650.0,149022650.0,94022650.0,True
314,executive decision,executive-decision.html,55000000.0,56679192.0,122079192.0,67079192.0,True
315,alien 3,alien-3.html,55000000.0,54927174.0,158500000.0,103500000.0,True
316,kubo and the two strings,grand-theft-parsons.html,55000000.0,48023088.0,77548122.0,22548122.0,True
317,ronin,ronin.html,55000000.0,41610884.0,70692101.0,15692101.0,True
318,burlesque,burlesque.html,55000000.0,39440655.0,90552675.0,35552675.0,True
319,the ghost and the darkness,"ghost-and-the-darkness,-the.html",55000000.0,38564422.0,38564422.0,-16435578.0,False
320,changeling,changeling.html,55000000.0,35739802.0,113805580.0,58805580.0,True
321,instinct,fatal-instinct.html,55000000.0,34105207.0,34105207.0,-20894793.0,False
322,semi-pro,semi-pro.html,55000000.0,33479698.0,43980363.0,-11019637.0,False
323,elizabeth: the golden age,elizabeth:-the-golden-age.html,55000000.0,16285240.0,74870866.0,19870866.0,True
324,imagine that,margaret.html,55000000.0,16222392.0,22438144.0,-32561856.0,False
325,all the king's men,all-the-king's-men.html,55000000.0,7221458.0,9521458.0,-45478542.0,False
326,thunderbirds,thunderbirds.html,55000000.0,6768055.0,28231444.0,-26768556.0,False
327,law abiding citizen,law-abiding-citizen.html,53000000.0,73357727.0,131159781.0,78159781.0,True
328,anastasia,anastasia.html,53000000.0,58403409.0,139801096.0,86801096.0,True
329,beloved,beloved.html,53000000.0,22852487.0,22852487.0,-30147513.0,False
330,zero dark thirty,zero-dark-thirty.html,52500000.0,95720716.0,134612435.0,82112435.0,True
331,catch me if you can,catch-me-if-you-can.html,52000000.0,164606800.0,355612291.0,303612291.0,True
332,valentine's day,valentine's-day.html,52000000.0,110485654.0,217569328.0,165569328.0,True
333,casino,casino.html,52000000.0,42438300.0,110400000.0,58400000.0,True
334,the change-up,"change-up,-the.html",52000000.0,37243418.0,75997067.0,23997067.0,True
335,the thin red line,shrek-the-third.html,52000000.0,36400491.0,97709034.0,45709034.0,True
336,man on the moon,man-on-the-moon.html,52000000.0,34580635.0,47407635.0,-4592365.0,False
337,the adjustment bureau,"adjustment-bureau,-the.html",50200000.0,62495645.0,126931325.0,76731325.0,True
338,shrek,shrek.html,50000000.0,267655011.0,491812794.0,441812794.0,True
339,ted,ted.html,50000000.0,218665740.0,556016627.0,506016627.0,True
340,robin hood: prince of thieves,robin-hood:-prince-of-thieves.html,50000000.0,165493908.0,390500000.0,340500000.0,True
341,jerry maguire,jerry-maguire.html,50000000.0,153952592.0,274000000.0,224000000.0,True
342,as good as it gets,as-good-as-it-gets.html,50000000.0,148478011.0,314111923.0,264111923.0,True
343,super 8,super-8.html,50000000.0,127004179.0,257972745.0,207972745.0,True
344,erin brockovich,erin-brockovich.html,50000000.0,125548685.0,257805243.0,207805243.0,True
345,yes man,yes-man.html,50000000.0,97690976.0,225990976.0,175990976.0,True
346,stepmom,stepmom.html,50000000.0,91137662.0,159745279.0,109745279.0,True
347,failure to launch,fracture.html,50000000.0,88715192.0,128402901.0,78402901.0,True
348,"crazy, stupid, love","crazy,-stupid,-love.html",50000000.0,84351197.0,147142328.0,97142328.0,True
349,moneyball,moneyball.html,50000000.0,75605492.0,111300835.0,61300835.0,True
350,v for vendetta,v-for-vendetta.html,50000000.0,70511035.0,130214162.0,80214162.0,True
351,outbreak,outbreak.html,50000000.0,67823573.0,190023573.0,140023573.0,True
352,race to witch mountain,cold-mountain.html,50000000.0,67172595.0,105103784.0,55103784.0,True
353,i am number four,i-am-number-four.html,50000000.0,55100437.0,146195159.0,96195159.0,True
354,american made,american-madness.html,50000000.0,51342000.0,135569212.0,85569212.0,True
355,syriana,syriana.html,50000000.0,50824620.0,92690959.0,42690959.0,True
356,the book of life,"book-of-eli,-the.html",50000000.0,50151543.0,97651543.0,47651543.0,True
357,absolute power,absolute-power.html,50000000.0,50068310.0,50068310.0,68310.0,True
358,the game,heat.html,50000000.0,48265581.0,80369970.0,30369970.0,True
359,g.i. jane,g.i.-jane.html,50000000.0,48169156.0,48169156.0,-1830844.0,False
360,the replacements,"replacements,-the.html",50000000.0,44737059.0,50054511.0,54511.0,True
361,the beach,pitch-black.html,50000000.0,39778599.0,39778599.0,-10221401.0,False
362,ninja assassin,ninja-assassin.html,50000000.0,38122883.0,62209892.0,12209892.0,True
363,assassins,assassins.html,50000000.0,30306268.0,83306268.0,33306268.0,True
364,defiance,defiance.html,50000000.0,28644813.0,52987754.0,2987754.0,True
365,hannibal rising,hannibal.html,50000000.0,27669725.0,80583311.0,30583311.0,True
366,basic,basic.html,50000000.0,26599248.0,42598498.0,-7401502.0,False
367,escape from l.a.,escape-from-l.a..html,50000000.0,25426861.0,25426861.0,-24573139.0,False
368,hellboy,hellboy.html,50000000.0,21903748.0,40786480.0,-9213520.0,False
369,dream house,bad-dreams.html,50000000.0,21302340.0,41642166.0,-8357834.0,False
370,gamer,gamer.html,50000000.0,20534907.0,42002029.0,-7997971.0,False
371,the life of david gale,"life-of-david-gale,-the.html",50000000.0,19694635.0,28920188.0,-21079812.0,False
372,eastern promises,eastern-promises.html,50000000.0,17181265.0,56077088.0,6077088.0,True
373,fair game,fair-game.html,50000000.0,11497497.0,26097497.0,-23902503.0,False
374,drive angry,drive-angry.html,50000000.0,10721033.0,41042583.0,-8957417.0,False
375,jade,jade.html,50000000.0,9812870.0,9812870.0,-40187130.0,False
376,death to smoochy,death-to-smoochy.html,50000000.0,8355815.0,8374062.0,-41625938.0,False
377,the big bounce,true-romance.html,50000000.0,6471394.0,6626115.0,-43373885.0,False
378,hannibal the conqueror,hannibal.html,50000000.0,0.0,0.0,-50000000.0,False
379,anna karenina,anna-karenina.html,49000000.0,12816367.0,71004627.0,22004627.0,True
380,indiana jones and the last crusade,indiana-jones-and-the-last-crusade.html,48000000.0,197171806.0,474171806.0,426171806.0,True
381,traffic,traffic.html,48000000.0,124107476.0,208300000.0,160300000.0,True
382,panic room,panic-room.html,48000000.0,95308367.0,196308367.0,148308367.0,True
383,the thomas crown affair,man-on-fire.html,48000000.0,69304264.0,124304264.0,76304264.0,True
384,three kings,three-kings.html,48000000.0,60652036.0,107752036.0,59752036.0,True
385,kate and leopold,kate-&-leopold.html,48000000.0,47095453.0,70937778.0,22937778.0,True
386,out of sight,out-of-sight.html,48000000.0,37562568.0,77562568.0,29562568.0,True
387,the cable guy,cable-guy.html,47000000.0,60240295.0,102825796.0,55825796.0,True
388,earth,heat.html,47000000.0,32011576.0,116773317.0,69773317.0,True
389,solaris,solaris.html,47000000.0,14970038.0,14970038.0,-32029962.0,False
390,silence,code-of-silence.html,46500000.0,7100177.0,23726626.0,-22773374.0,False
391,my best friend's wedding,my-best-friend's-wedding.html,46000000.0,126813153.0,298923419.0,252923419.0,True
392,star trek: first contact,star-trek:-first-contact.html,46000000.0,92027888.0,150000000.0,104000000.0,True
393,insomnia,insomnia.html,46000000.0,67263182.0,113622499.0,67622499.0,True
394,courage under fire,courage-under-fire.html,46000000.0,59003384.0,100833145.0,54833145.0,True
395,arthur and the war of two worlds,grand-theft-parsons.html,45500000.0,347136.0,36180824.0,-9319176.0,False
396,liar liar,liar-liar.html,45000000.0,181410615.0,302710615.0,257710615.0,True
397,a bug's life,this-boy's-life.html,45000000.0,162798565.0,363095319.0,318095319.0,True
398,the flintstones,"flintstones,-the.html",45000000.0,130531208.0,358500000.0,313500000.0,True
399,scary movie 3,scary-movie-2.html,45000000.0,110000082.0,155200000.0,110200000.0,True
400,training day,training-day.html,45000000.0,76261036.0,104505362.0,59505362.0,True
401,the girl on the train,"other-boleyn-girl,-the.html",45000000.0,75395035.0,174278214.0,129278214.0,True
402,scary movie 2,scary-movie-2.html,45000000.0,71277420.0,141189101.0,96189101.0,True
403,blade,blade.html,45000000.0,70141876.0,131237688.0,86237688.0,True
404,the bounty hunter,"bounty-hunter,-the.html",45000000.0,67061228.0,135808837.0,90808837.0,True
405,tin cup,tin-cup.html,45000000.0,53854588.0,75854588.0,30854588.0,True
406,the hitchhiker's guide to the galaxy,"hitchhiker's-guide-to-the-galaxy,-the.html",45000000.0,51019112.0,102746214.0,57746214.0,True
407,cellular,cellular.html,45000000.0,32003620.0,61475984.0,16475984.0,True
408,dune,dune.html,45000000.0,27447471.0,27447471.0,-17552529.0,False
409,revolutionary road,revolutionary-road.html,45000000.0,22951340.0,79604820.0,34604820.0,True
410,frankenstein,frankenstein.html,45000000.0,22006296.0,112006296.0,67006296.0,True
411,the ghost writer,ghost-rider.html,45000000.0,15541549.0,65532491.0,20532491.0,True
412,dredd,judge-dredd.html,45000000.0,13414714.0,41467606.0,-3532394.0,False
413,deep rising,deep-rising.html,45000000.0,11203026.0,11203026.0,-33796974.0,False
414,welcome to marwen,sherlock-holmes.html,45000000.0,10763520.0,13013918.0,-31986082.0,False
415,big trouble,big.html,45000000.0,7262288.0,8488871.0,-36511129.0,False
416,argo,argo.html,44500000.0,136025503.0,227140757.0,182640757.0,True
417,the fugitive,"fugitive,-the.html",44000000.0,183875760.0,353715317.0,309715317.0,True
418,the heat,they.html,43000000.0,159581587.0,229727774.0,186727774.0,True
419,28 days,28-days-later.html,43000000.0,37035515.0,62063972.0,19063972.0,True
420,the mechanic,"mechanic,-the.html",42500000.0,29121498.0,76347393.0,33847393.0,True
421,notting hill,notting-hill.html,42000000.0,116089678.0,363728085.0,321728085.0,True
422,red riding hood,red-riding-hood.html,42000000.0,37662162.0,91678442.0,49678442.0,True
423,licence to kill,inception.html,42000000.0,34667015.0,156167015.0,114167015.0,True
424,15 minutes,15-minutes.html,42000000.0,24375436.0,56331864.0,14331864.0,True
425,lord of war,lord-of-war.html,42000000.0,24149632.0,60437727.0,18437727.0,True
426,8 mile,8-mile.html,41000000.0,116724075.0,245768384.0,204768384.0,True
427,the big year,thunderbirds.html,41000000.0,7204138.0,7684524.0,-33315476.0,False
428,the sixth sense,"sixth-sense,-the.html",40000000.0,293506292.0,672806292.0,632806292.0,True
429,the proposal,"proposal,-the.html",40000000.0,163958031.0,314709717.0,274709717.0,True
430,american hustle,american-hustle.html,40000000.0,150117807.0,257878294.0,217878294.0,True
431,back to the future part ii,back-to-the-future.html,40000000.0,118450002.0,332000000.0,292000000.0,True
432,a time to kill,tin-men.html,40000000.0,108766007.0,152266007.0,112266007.0,True
433,the social network,"social-network,-the.html",40000000.0,96962694.0,224922135.0,184922135.0,True
434,he's just not that into you,he's-just-not-that-into-you.html,40000000.0,93953653.0,181053657.0,141053657.0,True
435,scary movie 4,scary-movie-2.html,40000000.0,90710620.0,178710620.0,138710620.0,True
436,scream 3,scream-3.html,40000000.0,89138076.0,161838076.0,121838076.0,True
437,back to the future part iii,back-to-the-future.html,40000000.0,88055283.0,244088654.0,204088654.0,True
438,dumb and dumber to,dumb-and-dumber.html,40000000.0,86208010.0,156553592.0,116553592.0,True
439,the talented mr. ripley,"talented-mr.-ripley,-the.html",40000000.0,81292135.0,128792135.0,88792135.0,True
440,the last of the mohicans,"last-of-the-mohicans,-the.html",40000000.0,75505856.0,75505856.0,35505856.0,True
441,jfk,jfk.html,40000000.0,70405498.0,205400000.0,165400000.0,True
442,the final destination,final-destination.html,40000000.0,66477700.0,187384627.0,147384627.0,True
443,17 again,17-again.html,40000000.0,64167069.0,139474906.0,99474906.0,True
444,unknown,unknown.html,40000000.0,63686397.0,136123083.0,96123083.0,True
445,gothika,gothika.html,40000000.0,59588068.0,141484812.0,101484812.0,True
446,the lincoln lawyer,"lincoln-lawyer,-the.html",40000000.0,58009200.0,87145086.0,47145086.0,True
447,the prestige,"prestige,-the.html",40000000.0,53089891.0,104407366.0,64407366.0,True
448,the odd life of timothy green,this-boy's-life.html,40000000.0,51853450.0,55249159.0,15249159.0,True
449,made of honor,made.html,40000000.0,46012734.0,106548738.0,66548738.0,True
450,final destination 5,final-destination.html,40000000.0,42587643.0,155011165.0,115011165.0,True
451,autumn in new york,autumn-in-new-york.html,40000000.0,37752931.0,90717684.0,50717684.0,True
452,paul,paul.html,40000000.0,37412945.0,101162106.0,61162106.0,True
453,colombiana,colombiana.html,40000000.0,36665854.0,72295262.0,32295262.0,True
454,8mm,8mm.html,40000000.0,36443442.0,96398826.0,56398826.0,True
455,hanging up,changeling.html,40000000.0,36037909.0,51867723.0,11867723.0,True
456,the doors,tremors.html,40000000.0,34416893.0,34420595.0,-5579405.0,False
457,pay it forward,kalifornia.html,40000000.0,33508922.0,55696705.0,15696705.0,True
458,arthur,arthur.html,40000000.0,33035397.0,47787943.0,7787943.0,True
459,get rich or die tryin',get-shorty.html,40000000.0,30981850.0,46666955.0,6666955.0,True
460,the other boleyn girl,"other-boleyn-girl,-the.html",40000000.0,26814957.0,78269970.0,38269970.0,True
461,at first sight,at-first-sight.html,40000000.0,22365133.0,22365133.0,-17634867.0,False
462,fantastic mr. fox,fantastic-mr-fox.html,40000000.0,21002919.0,47083412.0,7083412.0,True
463,big miracle,big.html,40000000.0,20157300.0,25268680.0,-14731320.0,False
464,detroit,metro.html,40000000.0,16790139.0,26033563.0,-13966437.0,False
465,get carter,get-carter.html,40000000.0,14967182.0,19417182.0,-20582818.0,False
466,amelia,amelia.html,40000000.0,14279575.0,19756077.0,-20243923.0,False
467,cirque du freak: the vampire's assistant,cirque-du-freak:-the-vampire's-assistant.html,40000000.0,14046595.0,39753957.0,-246043.0,False
468,new york minute,new-york-minute.html,40000000.0,14018364.0,21215882.0,-18784118.0,False
469,pandorum,pandorum.html,40000000.0,10330853.0,17033431.0,-22966569.0,False
470,raise the titanic,clash-of-the-titans.html,40000000.0,7000000.0,7000000.0,-33000000.0,False
471,the hurricane heist,american-pie.html,40000000.0,6115824.0,30963684.0,-9036316.0,False
472,victor frankenstein,frankenstein.html,40000000.0,5775076.0,31124367.0,-8875633.0,False
473,sunshine,sunshine-cleaning.html,40000000.0,3688560.0,32030610.0,-7969390.0,False
474,the hudsucker proxy,"hudsucker-proxy,-the.html",40000000.0,2816518.0,14938149.0,-25061851.0,False
475,the time traveler's wife,heavenly-creatures.html,39000000.0,63414846.0,102332135.0,63332135.0,True
476,frankenweenie,frankenweenie.html,39000000.0,35287788.0,81150788.0,42150788.0,True
477,serenity,serenity.html,39000000.0,25514517.0,40319440.0,1319440.0,True
478,shoot 'em up,shampoo.html,39000000.0,12796824.0,26796824.0,-12203176.0,False
479,the ugly truth,"ugly-truth,-the.html",38000000.0,88915214.0,205298907.0,167298907.0,True
480,star trek: generations,star-trek:-generations.html,38000000.0,75671262.0,120000000.0,82000000.0,True
481,water for elephants,water-for-elephants.html,38000000.0,58709717.0,116809717.0,78809717.0,True
482,life as we know it,life-as-a-house.html,38000000.0,53374681.0,105887837.0,67887837.0,True
483,enough,enough.html,38000000.0,39177215.0,50970660.0,12970660.0,True
484,rush,rush.html,38000000.0,26947624.0,98230839.0,60230839.0,True
485,angel eyes,angel-eyes.html,38000000.0,24044532.0,29544532.0,-8455468.0,False
486,the ninth gate,"ninth-gate,-the.html",38000000.0,18653746.0,58394308.0,20394308.0,True
487,the thing,do-the-right-thing.html,38000000.0,16999934.0,27573078.0,-10426922.0,False
488,white squall,white-squall.html,38000000.0,10229300.0,10229300.0,-27770700.0,False
489,the master,hesher.html,37500000.0,16247159.0,50647416.0,13147416.0,True
490,twilight,twilight.html,37000000.0,192769854.0,402280159.0,365280159.0,True
491,we're the millers,serenity.html,37000000.0,150394119.0,267816276.0,230816276.0,True
492,the town,they.html,37000000.0,92186262.0,152566881.0,115566881.0,True
493,burn after reading,burn-after-reading.html,37000000.0,60355347.0,168167798.0,131167798.0,True
494,magnolia,magnolia.html,37000000.0,22450975.0,48446802.0,11446802.0,True
495,john q,john-q.html,36000000.0,71026631.0,102226631.0,66226631.0,True
496,hot tub time machine,hot-tub-time-machine.html,36000000.0,50269859.0,65967750.0,29967750.0,True
497,breakdown,breakdown.html,36000000.0,50159144.0,50159144.0,14159144.0,True
498,collateral beauty,collateral.html,36000000.0,31016021.0,85309093.0,49309093.0,True
499,reindeer games,reindeer-games.html,36000000.0,23360779.0,23360779.0,-12639221.0,False
500,snow falling on cedars,snow-falling-on-cedars.html,36000000.0,14378353.0,14378353.0,-21621647.0,False
501,gattaca,gattaca.html,36000000.0,12532777.0,12532777.0,-23467223.0,False
502,it,pi.html,35000000.0,327481748.0,697124892.0,662124892.0,True
503,the hangover,"hangover,-the.html",35000000.0,277322503.0,465764086.0,430764086.0,True
504,the blind side,"blind-side,-the.html",35000000.0,255959475.0,305705794.0,270705794.0,True
505,batman,batman.html,35000000.0,251188924.0,411348924.0,376348924.0,True
506,true grit,true-grit.html,35000000.0,171243005.0,252276928.0,217276928.0,True
507,rush hour,rush-hour.html,35000000.0,141186864.0,245300000.0,210300000.0,True
508,the devil wears prada,"devil-wears-prada,-the.html",35000000.0,124740460.0,326073155.0,291073155.0,True
509,horrible bosses,horrible-bosses.html,35000000.0,117538559.0,212417601.0,177417601.0,True
510,spy kids,kids.html,35000000.0,112692062.0,197692062.0,162692062.0,True
511,saving mr. banks,saving-mr.-banks.html,35000000.0,83299761.0,114962525.0,79962525.0,True
512,star trek: the motion picture,star-trek:-the-motion-picture.html,35000000.0,82258456.0,139000000.0,104000000.0,True
513,the english patient,"english-patient,-the.html",35000000.0,78716374.0,231710008.0,196710008.0,True
514,this is 40,this-is-40.html,35000000.0,67544505.0,90221182.0,55221182.0,True
515,l.a. confidential,l.a.-confidential.html,35000000.0,64604977.0,126204977.0,91204977.0,True
516,a nightmare on elm street,"nightmare-on-elm-street,-a.html",35000000.0,63075011.0,117729621.0,82729621.0,True
517,the cell,they.html,35000000.0,61280963.0,85911226.0,50911226.0,True
518,the man in the iron mask,man-in-the-iron-mask.html,35000000.0,56968169.0,56968169.0,21968169.0,True
519,tmnt,tmnt.html,35000000.0,54149098.0,96096018.0,61096018.0,True
520,malcolm x,malcolm-x.html,35000000.0,48169910.0,48169910.0,13169910.0,True
521,poltergeist,solaris.html,35000000.0,47425125.0,95713069.0,60713069.0,True
522,license to wed,aliens.html,35000000.0,43799818.0,70187088.0,35187088.0,True
523,donnie brasco,donnie-brasco.html,35000000.0,41954997.0,65303052.0,30303052.0,True
524,max payne,max-payne.html,35000000.0,40689393.0,87775050.0,52775050.0,True
525,resident evil,resident-evil.html,35000000.0,40119709.0,103787401.0,68787401.0,True
526,the ladykillers,"ladykillers,-the.html",35000000.0,39692139.0,77392139.0,42392139.0,True
527,the back-up plan,"back-up-plan,-the.html",35000000.0,37490007.0,75281179.0,40281179.0,True
528,the pianist,three-kings.html,35000000.0,32519322.0,111854182.0,76854182.0,True
529,mirrors,mirrors.html,35000000.0,30691439.0,77220596.0,42220596.0,True
530,queen of the damned,queen-of-the-damned.html,35000000.0,30307804.0,30307804.0,-4692196.0,False
531,flash gordon,flash-gordon.html,35000000.0,27107960.0,27107960.0,-7892040.0,False
532,blast from the past,"blast-from-the-past,-the.html",35000000.0,26613620.0,26613620.0,-8386380.0,False
533,heist,heist.html,35000000.0,23483357.0,28906817.0,-6093183.0,False
534,premium rush,precious.html,35000000.0,20275446.0,31393201.0,-3606799.0,False
535,wonder boys,wonder-boys.html,35000000.0,19389454.0,33422485.0,-1577515.0,False
536,the four feathers,four-feathers.html,35000000.0,18306166.0,29882645.0,-5117355.0,False
537,flight of the intruder,"last-flight,-the.html",35000000.0,14471440.0,14471440.0,-20528560.0,False
538,the tree of life,after.life.html,35000000.0,13305665.0,61721826.0,26721826.0,True
539,american outlaws,american-outlaws.html,35000000.0,13264986.0,13601109.0,-21398891.0,False
540,the shipping news,"shipping-news,-the.html",35000000.0,11405825.0,24405825.0,-10594175.0,False
541,whiteout,whiteout.html,35000000.0,10275638.0,12254746.0,-22745254.0,False
542,bound by honor,bound.html,35000000.0,4496583.0,4496583.0,-30503417.0,False
543,le hussard sur le toit,hard-to-kill.html,35000000.0,1320043.0,1320043.0,-33679957.0,False
544,a few good men,a-few-good-men.html,33000000.0,141340178.0,236500000.0,203500000.0,True
545,big momma's house,life-as-a-house.html,33000000.0,117559438.0,173559438.0,140559438.0,True
546,star wars ep. vi: return of the jedi,star-wars:-return-of-the-jedi.html,32500000.0,309205079.0,572705079.0,540205079.0,True
547,bridesmaids,bridesmaids.html,32500000.0,169211718.0,289632023.0,257132023.0,True
548,the reader,hellraiser:-deader.html,32500000.0,34194407.0,112964875.0,80464875.0,True
549,the big wedding,margot-at-the-wedding.html,32500000.0,21819348.0,48425971.0,15925971.0,True
550,source code,source-code.html,32000000.0,54712227.0,140428499.0,108428499.0,True
551,bringing out the dead,bringing-out-the-dead.html,32000000.0,16640210.0,16640210.0,-15359790.0,False
552,apocalypse now,apocalypse-now.html,31500000.0,83471511.0,85916711.0,54416711.0,True
553,42,42.html,31000000.0,95020213.0,97470701.0,66470701.0,True
554,flight,flight.html,31000000.0,93772375.0,160558438.0,129558438.0,True
555,mr. hollandâs opus,mr.-holland's-opus.html,31000000.0,82582604.0,106282604.0,75282604.0,True
556,frequency,frequency.html,31000000.0,44983704.0,68079671.0,37079671.0,True
557,get shorty,get-shorty.html,30250000.0,72021008.0,115021008.0,84771008.0,True
558,ghostbusters,ghostbusters.html,30000000.0,242212467.0,295212467.0,265212467.0,True
559,toy story,toy-story.html,30000000.0,191796233.0,364545516.0,334545516.0,True
560,big daddy,bridesmaids.html,30000000.0,163479795.0,228641283.0,198641283.0,True
561,speed,speed.html,30000000.0,121248145.0,283200000.0,253200000.0,True
562,the hunt for red october,"hunt-for-red-october,-the.html",30000000.0,120709866.0,200500000.0,170500000.0,True
563,remember the titans,remember-me.html,30000000.0,115654751.0,136706683.0,106706683.0,True
564,the addams family,"addams-family,-the.html",30000000.0,113502246.0,191502246.0,161502246.0,True
565,analyze this,analyze-this.html,30000000.0,106885658.0,176885658.0,146885658.0,True
566,se7en,se7en.html,30000000.0,100125643.0,328125643.0,298125643.0,True
567,sisters,sister-act.html,30000000.0,87044645.0,106030660.0,76030660.0,True
568,up in the air,up-in-the-air.html,30000000.0,83823381.0,166842739.0,136842739.0,True
569,the hitmanâs bodyguard,bodyguard.html,30000000.0,75468583.0,172778667.0,142778667.0,True
570,looper,looper.html,30000000.0,66486205.0,170466405.0,140466405.0,True
571,midnight in paris,midnight-in-paris.html,30000000.0,56816662.0,162502774.0,132502774.0,True
572,life of the party,slither.html,30000000.0,53059911.0,65759911.0,35759911.0,True
573,blow,blow.html,30000000.0,52990775.0,83282296.0,53282296.0,True
574,sicario,sicario.html,30000000.0,46889293.0,84393749.0,54393749.0,True
575,black rain,black-rain.html,30000000.0,45892212.0,133892212.0,103892212.0,True
576,full metal jacket,full-metal-jacket.html,30000000.0,45015999.0,45015999.0,15015999.0,True
577,the three stooges,"next-three-days,-the.html",30000000.0,44338224.0,54052249.0,24052249.0,True
578,john wick,john-wick.html,30000000.0,43037835.0,76206239.0,46206239.0,True
579,step up 3d,stepmom.html,30000000.0,42400223.0,165889117.0,135889117.0,True
580,drag me to hell,drag-me-to-hell.html,30000000.0,42100625.0,91388487.0,61388487.0,True
581,hanna,hanna.html,30000000.0,40259119.0,65343694.0,35343694.0,True
582,larry crowne,larry-crowne.html,30000000.0,35608245.0,61449135.0,31449135.0,True
583,carrie,carrie.html,30000000.0,35266619.0,82409520.0,52409520.0,True
584,take the lead,take-shelter.html,30000000.0,34742066.0,65390493.0,35390493.0,True
585,9,9.html,30000000.0,31749894.0,48559999.0,18559999.0,True
586,get on up,get-on-up.html,30000000.0,30569935.0,33339868.0,3339868.0,True
587,winnie the pooh,in-the-loop.html,30000000.0,26692846.0,50145607.0,20145607.0,True
588,virtuosity,virtuosity.html,30000000.0,23998226.0,23998226.0,-6001774.0,False
589,one true thing,lone-star.html,30000000.0,23337196.0,26708196.0,-3291804.0,False
590,the next three days,"next-three-days,-the.html",30000000.0,21148651.0,67255916.0,37255916.0,True
591,runner runner,under-fire.html,30000000.0,19316646.0,60512680.0,30512680.0,True
592,fright night,fright-night.html,30000000.0,18298649.0,40520649.0,10520649.0,True
593,eight legged freaks,eight-legged-freaks.html,30000000.0,17266505.0,36722311.0,6722311.0,True
594,the whole ten yards,war-of-the-worlds.html,30000000.0,16323969.0,26323969.0,-3676031.0,False
595,antitrust,antitrust.html,30000000.0,10965209.0,17865209.0,-12134791.0,False
596,an unfinished life,django-unchained.html,30000000.0,8535575.0,18535575.0,-11464425.0,False
597,anna,hanna.html,30000000.0,7743794.0,30669877.0,669877.0,True
598,the imaginarium of doctor parnassus,"imaginarium-of-doctor-parnassus,-the.html",30000000.0,7689607.0,64352607.0,34352607.0,True
599,machine gun preacher,machine-gun-preacher.html,30000000.0,538690.0,3721988.0,-26278012.0,False
600,12 monkeys,12-monkeys.html,29000000.0,57141459.0,168841459.0,139841459.0,True
601,logan lucky,logan.html,29000000.0,27778642.0,44264271.0,15264271.0,True
602,confessions of a dangerous mind,confessions-of-a-dangerous-mind.html,29000000.0,16007718.0,33013805.0,4013805.0,True
603,mumford,mumford.html,28700000.0,4559569.0,4559569.0,-24140431.0,False
604,the jacket,hackers.html,28500000.0,6301131.0,15452978.0,-13047022.0,False
605,aladdin,aladdin.html,28000000.0,217350219.0,504050219.0,476050219.0,True
606,indiana jones and the temple of doom,indiana-jones-and-the-temple-of-doom.html,28000000.0,179880271.0,333080271.0,305080271.0,True
607,straight outta compton,straight-outta-compton.html,28000000.0,161197785.0,202182981.0,174182981.0,True
608,die hard,die-hard.html,28000000.0,81350242.0,139109346.0,111109346.0,True
609,the big short,three-kings.html,28000000.0,70259870.0,133162752.0,105162752.0,True
610,miracle,mimic.html,28000000.0,64378093.0,64474705.0,36474705.0,True
611,dawn of the dead,dawn-of-the-dead.html,28000000.0,58990765.0,103452875.0,75452875.0,True
612,pride & prejudice,pride-and-prejudice.html,28000000.0,38372662.0,126549607.0,98549607.0,True
613,30 minutes or less,30-minutes-or-less.html,28000000.0,37053924.0,40966716.0,12966716.0,True
614,blade runner,blade-runner.html,28000000.0,32656328.0,39342912.0,11342912.0,True
615,we own the night,we-own-the-night.html,28000000.0,28563179.0,55307857.0,27307857.0,True
616,the spy next door,in-the-bedroom.html,28000000.0,24307106.0,46752858.0,18752858.0,True
617,brick mansions,brick.html,28000000.0,20396829.0,73421224.0,45421224.0,True
618,pride and prejudice and zombies,pride-and-prejudice.html,28000000.0,10907291.0,16638300.0,-11361700.0,False
619,kundun,kundun.html,28000000.0,5686694.0,5686694.0,-22313306.0,False
620,how to lose friends & alienate people,how-to-lose-friends-&-alienate-people.html,28000000.0,2775593.0,12031443.0,-15968557.0,False
621,knocked up,knocked-up.html,27500000.0,148761765.0,219265952.0,191765952.0,True
622,a passage to india,passengers.html,27500000.0,27187653.0,27187653.0,-312347.0,False
623,anonymous,anonymous.html,27500000.0,4463292.0,15815509.0,-11684491.0,False
624,limitless,limitless.html,27000000.0,79249455.0,155564919.0,128564919.0,True
625,the blues brothers,"blues-brothers,-the.html",27000000.0,57229890.0,57229890.0,30229890.0,True
626,lake placid,lake-placid.html,27000000.0,31770413.0,31770413.0,4770413.0,True
627,dark city,dark-city.html,27000000.0,14435076.0,27257061.0,257061.0,True
628,case 39,case-39.html,27000000.0,13261851.0,28773827.0,1773827.0,True
629,suspect zero,suspect-zero.html,27000000.0,8712564.0,8712564.0,-18287436.0,False
630,shakespeare in love,shakespeare-in-love.html,26000000.0,100317794.0,279500000.0,253500000.0,True
631,pineapple express,pineapple-express.html,26000000.0,87341380.0,102404019.0,76404019.0,True
632,philadelphia,philadelphia.html,26000000.0,77324422.0,201324422.0,175324422.0,True
633,a bridge too far,runaway-bride.html,26000000.0,50800000.0,50800000.0,24800000.0,True
